,Codi_Districte,Nom_Districte,Nom_Carrer,title,size,price,Vigilancia,Columnas,Tipo plaza,Puerta,Planta,Ciudad,Personas,Promedio_Euros,Vehicles,Atur,€_m2,Denuncias_Convivencia,Incidents_Degradacion,Promedio_Vivienda,Habitatges turístics,Hotels,Residències estudiants,Parcs urbans,Arbres al carrer,Turismes,Superfície (km²),Habitants/Turisme,Turismes/km²,Total Guals,A peu + bicicleta a treballar,Transport privat a treballar,Transport públic a treballar,Nacionalitats espanyoles,Nacionalitats estrangeres,Població Total,Densitat de població (hab/km²),Edat mitjana,Domicilis,Superficie Residencial,Superficie Equipaments,Superficie Indústria i infraestructures,Superficie Xarxa viària,Superficie Parcs forestals,Aparcaments Total,Aparcaments Residencies,Aparcament Altres edificis,Centres Civics
59, 4,Les Corts,La Maternitat i Sant Ramon,"Garaje en La Maternitat i Sant Ramon, Barcelona",8,25.000,No,None,mediano,None,None, Barcelona,81074,22022.04,48622,23.6,4.807,0,21,161.635.262,48.0,5.73,910.0,34.2,13.282,31.393,6.0,2.6,5.223,1.388,176.951,53.956,33.444,69.499,12.077,81.576,13.571,46.0,32.78,178.0,150.7,1.1,156.4,47.7,193.0,7,186.0,4
60, 10,Sant Martí,La Vila Olímpica del Poblenou,"Garaje en La Vila Olímpica del Poblenou, Barcelona",31,17.300,No,None,None,automática,planta -1, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
61, 3,Sants-Montjuïc,La Bordeta,"Garaje en La Bordeta, Barcelona",24,10.000,No,None,None,automática,sótano -1, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
62, 3,Sants-Montjuïc,Sants,"Garaje en Sants, Barcelona",21,15.900,No,None,None,None,None, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
63, 9,Sant Andreu,El Congrés i els Indians,"Garaje en El Congrés i els Indians, Barcelona",11,19.500,No,None,mediano,automática,planta -2, Barcelona,149826,15124.75,65745,18.63,2.423,0,57,208.819.146,0.0,505.0,0.0,15.0,16.125,44.922,6.6,3.4,6.815,2.059,289.878,88.952,81.574,127.91,23.627,151.537,22.988,44.3,59.678,190.6,51.8,109.0,211.1,0.0,232.0,119,113.0,7
64, 3,Sants-Montjuïc,Sants,"Garaje en Sants, Barcelona",4,3.700,No,None,None,None,None, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
65, 3,Sants-Montjuïc,Barcelona,Garaje en Barcelona,24,18.000,No,None,None,automática,sótano, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
66, 3,Sants-Montjuïc,Sants,"Garaje en Sants, Barcelona",4,4.100,No,None,None,None,None, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
67, 6,Gràcia,Bailén,"Garaje en calle Bailén, El Camp d'en Grassot i Gràcia Nova, Barcelona",10,18.000,No,None,None,automática,sótano, Barcelona,121915,18340.75,57643,21.6,3.898,0,79,240.869.424,242.0,1.153,570.0,17.8,7.604,33.709,4.2,3.7,7.98,1.848,250.154,68.424,62.32,97.931,25.345,123.276,29.185,44.1,52.701,202.5,45.8,0.7,106.7,14.7,174.0,97,77.0,2
68, 10,Sant Martí,La Vila Olímpica del Poblenou,"Garaje en La Vila Olímpica del Poblenou, Barcelona",33,19.000,No,None,None,None,None, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
69, 3,Sants-Montjuïc,Sants,"Garaje en Sants, Barcelona",11,21.000,No,None,None,None,None, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
70, 3,Sants-Montjuïc,Sants,"Garaje en Sants, Barcelona",10,18.500,No,None,None,None,None, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
71, 3,Sants-Montjuïc,Sants,"Garaje en Sants, Barcelona",11,20.000,No,None,None,None,None, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
72, 3,Sants-Montjuïc,Sants,"Garaje en Sants, Barcelona",11,20.000,No,None,None,None,None, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
73, 3,Sants-Montjuïc,Sants,"Garaje en Sants, Barcelona",10,20.000,No,None,None,None,None, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
74, 7,Horta-Guinardó,La Teixonera,"Garaje en La Teixonera, Barcelona",10,22.000,No,None,None,None,segunda planta, Barcelona,172109,15152.32,80895,66.28,2.456,0,55,201.880.507,28.0,913.0,712.0,55.6,13.686,49.751,11.9,3.5,4.174,2.698,271.132,108.942,110.899,143.951,29.993,173.944,14.593,45.1,69.956,289.8,146.0,3.3,196.7,376.8,432.0,262,170.0,5
75, 6,Gràcia,Vila de Gràcia,"Garaje en Vila de Gràcia, Barcelona",14,42.000,No,None,None,None,planta -2, Barcelona,121915,18340.75,57643,21.6,3.898,0,79,240.869.424,242.0,1.153,570.0,17.8,7.604,33.709,4.2,3.7,7.98,1.848,250.154,68.424,62.32,97.931,25.345,123.276,29.185,44.1,52.701,202.5,45.8,0.7,106.7,14.7,174.0,97,77.0,2
76, 3,Sants-Montjuïc,Sants,"Garaje en Sants, Barcelona",10,26.000,No,None,None,None,None, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
77, 4,Les Corts,Gran Via de Carles III,"Garaje en calle Gran Via de Carles III, Les Corts, Barcelona",11,28.500,Si,None,grande,automática,None, Barcelona,81074,22022.04,48622,23.6,4.807,0,21,161.635.262,48.0,5.73,910.0,34.2,13.282,31.393,6.0,2.6,5.223,1.388,176.951,53.956,33.444,69.499,12.077,81.576,13.571,46.0,32.78,178.0,150.7,1.1,156.4,47.7,193.0,7,186.0,4
78, 4,Les Corts,Gran Via de Carles III,"Garaje en calle Gran Via de Carles III, Les Corts, Barcelona",22,70.000,Si,None,None,automática,None, Barcelona,81074,22022.04,48622,23.6,4.807,0,21,161.635.262,48.0,5.73,910.0,34.2,13.282,31.393,6.0,2.6,5.223,1.388,176.951,53.956,33.444,69.499,12.077,81.576,13.571,46.0,32.78,178.0,150.7,1.1,156.4,47.7,193.0,7,186.0,4
79, 4,Les Corts,Gran Via de Carles III,"Garaje en calle Gran Via de Carles III, Les Corts, Barcelona",11,30.000,Si,None,grande,automática,None, Barcelona,81074,22022.04,48622,23.6,4.807,0,21,161.635.262,48.0,5.73,910.0,34.2,13.282,31.393,6.0,2.6,5.223,1.388,176.951,53.956,33.444,69.499,12.077,81.576,13.571,46.0,32.78,178.0,150.7,1.1,156.4,47.7,193.0,7,186.0,4
80, 8,Nou Barris,La Prosperitat,"Garaje en La Prosperitat, Barcelona",14,7.500,No,Si,None,None,sótano, Barcelona,170736,12431.81,66780,12.36,2.278,1,21,149.489.522,45.0,282.0,0.0,39.7,15.458,45.792,8.1,3.8,5.684,1.285,294.752,108.715,122.84,137.326,36.226,173.552,21.543,44.3,66.897,232.8,81.0,18.8,185.8,163.1,202.0,41,161.0,4
81, 3,Sants-Montjuïc,La Font de la Guatlla,"Garaje en La Font de la Guatlla, Barcelona",10,21.000,No,None,grande,None,None, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
82, 3,Sants-Montjuïc,vía Gran de Les Corts Catalanes,"Garaje en vía Gran de Les Corts Catalanes, La Font de la Guatlla, Barcelona",10,14.000,No,None,None,automática,planta 1, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
83, 3,Sants-Montjuïc,La Font de la Guatlla,"Garaje en La Font de la Guatlla, Barcelona",9,14.000,No,Si,mediano,automática,None, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
84, 3,Sants-Montjuïc,Dels Morabos,"Garaje en calle Dels Morabos, La Font de la Guatlla, Barcelona",8,15.000,No,Si,None,automática,planta -2, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
85, 9,Sant Andreu,Cinca,"Garaje en calle Cinca, Sant Andreu de Palomar, Barcelona",12,15.400,Si,Si,mediano,automática,sótano, Barcelona,149826,15124.75,65745,18.63,2.423,0,57,208.819.146,0.0,505.0,0.0,15.0,16.125,44.922,6.6,3.4,6.815,2.059,289.878,88.952,81.574,127.91,23.627,151.537,22.988,44.3,59.678,190.6,51.8,109.0,211.1,0.0,232.0,119,113.0,7
86, 4,Les Corts,Vilamur,"Garaje en calle Vilamur, Les Corts, Barcelona",10,17.500,Si,None,None,None,None, Barcelona,81074,22022.04,48622,23.6,4.807,0,21,161.635.262,48.0,5.73,910.0,34.2,13.282,31.393,6.0,2.6,5.223,1.388,176.951,53.956,33.444,69.499,12.077,81.576,13.571,46.0,32.78,178.0,150.7,1.1,156.4,47.7,193.0,7,186.0,4
87, 10,Sant Martí,De Rosa Sensat,"Garaje en calle De Rosa Sensat, La Vila Olímpica del Poblenou, Barcelona",660,989.000,No,None,None,None,None, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
88, 7,Horta-Guinardó,Oblit,"Garaje en calle Oblit, El Guinardó, Barcelona",8,17.000,No,None,None,None,planta -1, Barcelona,172109,15152.32,80895,66.28,2.456,0,55,201.880.507,28.0,913.0,712.0,55.6,13.686,49.751,11.9,3.5,4.174,2.698,271.132,108.942,110.899,143.951,29.993,173.944,14.593,45.1,69.956,289.8,146.0,3.3,196.7,376.8,432.0,262,170.0,5
89, 6,Gràcia,El Coll,"Garaje en El Coll, Barcelona",11,24.000,No,None,None,automática,None, Barcelona,121915,18340.75,57643,21.6,3.898,0,79,240.869.424,242.0,1.153,570.0,17.8,7.604,33.709,4.2,3.7,7.98,1.848,250.154,68.424,62.32,97.931,25.345,123.276,29.185,44.1,52.701,202.5,45.8,0.7,106.7,14.7,174.0,97,77.0,2
90, 3,Sants-Montjuïc,Sants,"Garaje en Sants, Barcelona",10,18.500,No,Si,None,automática,sótano, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
91, 3,Sants-Montjuïc,Hostafrancs,"Garaje en Hostafrancs, Barcelona",9,18.000,No,None,grande,None,None, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
92, 4,Les Corts,La Maternitat i Sant Ramon,"Garaje en La Maternitat i Sant Ramon, Barcelona",15,20.000,No,None,None,automática,planta -2, Barcelona,81074,22022.04,48622,23.6,4.807,0,21,161.635.262,48.0,5.73,910.0,34.2,13.282,31.393,6.0,2.6,5.223,1.388,176.951,53.956,33.444,69.499,12.077,81.576,13.571,46.0,32.78,178.0,150.7,1.1,156.4,47.7,193.0,7,186.0,4
93, 3,Sants-Montjuïc,La Bordeta,"Garaje en La Bordeta, Barcelona",24,15.000,No,None,grande,None,None, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
94, 9,Sant Andreu,El Congrés i els Indians,"Garaje en El Congrés i els Indians, Barcelona",1.700,1.500.000,No,None,None,None,None, Barcelona,149826,15124.75,65745,18.63,2.423,0,57,208.819.146,0.0,505.0,0.0,15.0,16.125,44.922,6.6,3.4,6.815,2.059,289.878,88.952,81.574,127.91,23.627,151.537,22.988,44.3,59.678,190.6,51.8,109.0,211.1,0.0,232.0,119,113.0,7
95, 7,Horta-Guinardó,El Baix Guinardó,"Garaje en El Baix Guinardó, Barcelona",41,25.000,No,None,None,automática,None, Barcelona,172109,15152.32,80895,66.28,2.456,0,55,201.880.507,28.0,913.0,712.0,55.6,13.686,49.751,11.9,3.5,4.174,2.698,271.132,108.942,110.899,143.951,29.993,173.944,14.593,45.1,69.956,289.8,146.0,3.3,196.7,376.8,432.0,262,170.0,5
96, 3,Sants-Montjuïc,Del Segura,"Garaje en calle Del Segura, La Marina de Port, Barcelona",11,14.000,No,Si,grande,automática,planta -2, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
97, 10,Sant Martí,De Sant Joan de Malta,"Garaje en calle De Sant Joan de Malta, El Poblenou, Barcelona",11,27.500,No,Si,None,None,None, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
98, 6,Gràcia,El Camp d'en Grassot i Gràcia Nova,"Garaje en El Camp d'en Grassot i Gràcia Nova, Barcelona",9,27.000,No,Si,None,None,None, Barcelona,121915,18340.75,57643,21.6,3.898,0,79,240.869.424,242.0,1.153,570.0,17.8,7.604,33.709,4.2,3.7,7.98,1.848,250.154,68.424,62.32,97.931,25.345,123.276,29.185,44.1,52.701,202.5,45.8,0.7,106.7,14.7,174.0,97,77.0,2
99, 4,Les Corts,Sabino Arana,"Garaje en calle Sabino Arana, La Maternitat i Sant Ramon, Barcelona",38,70.000,Si,None,None,None,None, Barcelona,81074,22022.04,48622,23.6,4.807,0,21,161.635.262,48.0,5.73,910.0,34.2,13.282,31.393,6.0,2.6,5.223,1.388,176.951,53.956,33.444,69.499,12.077,81.576,13.571,46.0,32.78,178.0,150.7,1.1,156.4,47.7,193.0,7,186.0,4
100, 3,Sants-Montjuïc,De Sant Fructuós,"Garaje en calle De Sant Fructuós, La Font de la Guatlla, Barcelona",13,15.000,No,Si,mediano,None,None, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
101, 4,Les Corts,Les Corts,"Garaje en Les Corts, Barcelona",22,17.500,No,None,grande,automática,segunda planta, Barcelona,81074,22022.04,48622,23.6,4.807,0,21,161.635.262,48.0,5.73,910.0,34.2,13.282,31.393,6.0,2.6,5.223,1.388,176.951,53.956,33.444,69.499,12.077,81.576,13.571,46.0,32.78,178.0,150.7,1.1,156.4,47.7,193.0,7,186.0,4
102, 10,Sant Martí,El Clot,"Garaje en El Clot, Barcelona",13,18.500,No,None,None,None,None, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
103, 8,Nou Barris,La Prosperitat,"Garaje en La Prosperitat, Barcelona",12,19.500,No,None,pequeño,None,None, Barcelona,170736,12431.81,66780,12.36,2.278,1,21,149.489.522,45.0,282.0,0.0,39.7,15.458,45.792,8.1,3.8,5.684,1.285,294.752,108.715,122.84,137.326,36.226,173.552,21.543,44.3,66.897,232.8,81.0,18.8,185.8,163.1,202.0,41,161.0,4
104, 9,Sant Andreu,El Congrés i els Indians,"Garaje en El Congrés i els Indians, Barcelona",15,18.500,No,None,None,automática,tercera planta, Barcelona,149826,15124.75,65745,18.63,2.423,0,57,208.819.146,0.0,505.0,0.0,15.0,16.125,44.922,6.6,3.4,6.815,2.059,289.878,88.952,81.574,127.91,23.627,151.537,22.988,44.3,59.678,190.6,51.8,109.0,211.1,0.0,232.0,119,113.0,7
105, 9,Sant Andreu,El Congrés i els Indians,"Garaje en El Congrés i els Indians, Barcelona",15,19.500,No,None,None,automática,tercera planta, Barcelona,149826,15124.75,65745,18.63,2.423,0,57,208.819.146,0.0,505.0,0.0,15.0,16.125,44.922,6.6,3.4,6.815,2.059,289.878,88.952,81.574,127.91,23.627,151.537,22.988,44.3,59.678,190.6,51.8,109.0,211.1,0.0,232.0,119,113.0,7
106, 3,Sants-Montjuïc,Sants,"Garaje en Sants, Barcelona",11,16.500,No,None,mediano,None,planta -2, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
107, 3,Sants-Montjuïc,Hostafrancs,"Garaje en Hostafrancs, Barcelona",54,14.000,No,None,None,None,sótano, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
108, 6,Gràcia,Vila de Gràcia,"Garaje en Vila de Gràcia, Barcelona",40,100.000,No,None,None,None,None, Barcelona,121915,18340.75,57643,21.6,3.898,0,79,240.869.424,242.0,1.153,570.0,17.8,7.604,33.709,4.2,3.7,7.98,1.848,250.154,68.424,62.32,97.931,25.345,123.276,29.185,44.1,52.701,202.5,45.8,0.7,106.7,14.7,174.0,97,77.0,2
109, 10,Sant Martí,El Camp de l'Arpa del Clot,"Garaje en El Camp de l'Arpa del Clot, Barcelona",12,22.000,Si,None,pequeño,automática,None, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
110, 4,Les Corts,La Maternitat i Sant Ramon,"Garaje en La Maternitat i Sant Ramon, Barcelona",11,9.000,No,None,pequeño,automática,None, Barcelona,81074,22022.04,48622,23.6,4.807,0,21,161.635.262,48.0,5.73,910.0,34.2,13.282,31.393,6.0,2.6,5.223,1.388,176.951,53.956,33.444,69.499,12.077,81.576,13.571,46.0,32.78,178.0,150.7,1.1,156.4,47.7,193.0,7,186.0,4
111, 9,Sant Andreu,De Joan Torras,"Garaje en calle De Joan Torras, Sant Andreu de Palomar, Barcelona",10,10.000,No,Si,pequeño,automática,None, Barcelona,149826,15124.75,65745,18.63,2.423,0,57,208.819.146,0.0,505.0,0.0,15.0,16.125,44.922,6.6,3.4,6.815,2.059,289.878,88.952,81.574,127.91,23.627,151.537,22.988,44.3,59.678,190.6,51.8,109.0,211.1,0.0,232.0,119,113.0,7
112, 8,Nou Barris,Verdum,"Garaje en Verdum, Barcelona",21,35.000,No,Si,None,automática,sótano, Barcelona,170736,12431.81,66780,12.36,2.278,1,21,149.489.522,45.0,282.0,0.0,39.7,15.458,45.792,8.1,3.8,5.684,1.285,294.752,108.715,122.84,137.326,36.226,173.552,21.543,44.3,66.897,232.8,81.0,18.8,185.8,163.1,202.0,41,161.0,4
113, 6,Gràcia,Vila de Gràcia,"Garaje en Vila de Gràcia, Barcelona",29,19.600,No,None,None,automática,primera planta, Barcelona,121915,18340.75,57643,21.6,3.898,0,79,240.869.424,242.0,1.153,570.0,17.8,7.604,33.709,4.2,3.7,7.98,1.848,250.154,68.424,62.32,97.931,25.345,123.276,29.185,44.1,52.701,202.5,45.8,0.7,106.7,14.7,174.0,97,77.0,2
114, 6,Gràcia,Vila de Gràcia,"Garaje en Vila de Gràcia, Barcelona",29,19.600,No,None,None,automática,primera planta, Barcelona,121915,18340.75,57643,21.6,3.898,0,79,240.869.424,242.0,1.153,570.0,17.8,7.604,33.709,4.2,3.7,7.98,1.848,250.154,68.424,62.32,97.931,25.345,123.276,29.185,44.1,52.701,202.5,45.8,0.7,106.7,14.7,174.0,97,77.0,2
115, 10,Sant Martí,De la Llacuna,"Garaje en calle De la Llacuna, Provençals del Poblenou, Barcelona",14,25.500,No,None,grande,None,None, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
116, 3,Sants-Montjuïc,Sants,"Garaje en Sants, Barcelona",22,28.000,No,None,None,None,None, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
117, 3,Sants-Montjuïc,Sants,"Garaje en Sants, Barcelona",22,28.000,No,None,None,None,None, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
118, 3,Sants-Montjuïc,Sants,"Garaje en Sants, Barcelona",22,28.000,No,None,None,None,None, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
119, 3,Sants-Montjuïc,Sants,"Garaje en Sants, Barcelona",22,28.000,No,None,None,None,None, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
120, 9,Sant Andreu,La Sagrera,"Garaje en La Sagrera, Barcelona",10,16.000,No,None,None,None,None, Barcelona,149826,15124.75,65745,18.63,2.423,0,57,208.819.146,0.0,505.0,0.0,15.0,16.125,44.922,6.6,3.4,6.815,2.059,289.878,88.952,81.574,127.91,23.627,151.537,22.988,44.3,59.678,190.6,51.8,109.0,211.1,0.0,232.0,119,113.0,7
121, 9,Sant Andreu,La Sagrera,"Garaje en La Sagrera, Barcelona",11,17.000,No,None,None,None,None, Barcelona,149826,15124.75,65745,18.63,2.423,0,57,208.819.146,0.0,505.0,0.0,15.0,16.125,44.922,6.6,3.4,6.815,2.059,289.878,88.952,81.574,127.91,23.627,151.537,22.988,44.3,59.678,190.6,51.8,109.0,211.1,0.0,232.0,119,113.0,7
122, 3,Sants-Montjuïc,Hartzembursch,"Garaje en calle Hartzembursch, La Bordeta, Barcelona",10,12.000,No,Si,None,None,None, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
123, 8,Nou Barris,Porta,"Garaje en Porta, Barcelona",12,20.000,No,None,None,None,None, Barcelona,170736,12431.81,66780,12.36,2.278,1,21,149.489.522,45.0,282.0,0.0,39.7,15.458,45.792,8.1,3.8,5.684,1.285,294.752,108.715,122.84,137.326,36.226,173.552,21.543,44.3,66.897,232.8,81.0,18.8,185.8,163.1,202.0,41,161.0,4
